GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), !! HV Discharge Amps(A),!! HV Volts(V),!! Inst. kPower(kW),!! Inst. kW/km(kW/km/h),!! Inst. kW/miles per hour(kW/mph),!! Inst. Miles per hour/kW(mph/kW),!! Inst. Power(W),!! Inst. W/ miles per hour(W/mph),!! Inst. W/km per hour(W/km/h),!! MGA Current(A),!! MGA kPower(kW),!! MGA Power(W),!! MGA Voltage(V),!! MGB Current(A),!! MGB kPower(kW),!! MGB Power(W),!! MGB Voltage(V),!! SOC (Usable)(%),!! SOC(Raw)(%),!!Inst km per hour /kW(km/h/kW),!Charger AC Current(A),!Charger AC Voltage(V),!Charger HV Current(A),!Charger HV Power(W),!Charger HV Voltage(V),!Control Module Voltage(V),!Engine Coolant Temp(°F),!Engine Oil Temp(°F),!EV km this Cycle(miles),!EV Miles this Cycle(ft),!Fuel Level(%),!Fuel Remaining(Gallons),!HV Battery Temp(°F),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°F),!PRNDL,!Speed kmh(kmh),!Tran Temp(°F),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),*Brake Tq(ft-lb),*Charging Limit?(W),*Clutch C2 Slip(RPM),*Clutch C3 Slip(RPM),*H2 Volt from VICM?(V),*M AC High Side Pressure(psi),*M Commanded Throttle Pos(%),*M Engine Torque(ft-lb),*M Engine Torque m1(ft-lb),*M Fuel System Status(B1),*M Intake Air Temp IAT(°F),*M Long Term Fuel Trip Bank 2(%),*M Long Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank2(%),*M Spark Advance(Deg),*Outside Temp Filtered(°F),*Transmission ISS  19 41(RPM),*Transmission Pressure,Engine Coolant Temperature(°F),Engine Load(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Hybrid/EV Battery Remaining Charge(%),Intake Air Temperature(°F),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(cfm),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Tue Dec 30 17:52:46 PST 2025,30-Dec-2025 17:52:46.964,-117.23972488,32.68395936,0.0,3.7900924682617188,-18.494110107421875,0.0,-1.99,0.83,9.8,0.04,2.4,352.09,0.85,-,0,0,845.03,0,0,-,0,0,-,-,0,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.43,-60.68,0,32.68,-117.24,42,0,-,-,-,-,-,-,12.12,8.25,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-
Tue Dec 30 17:52:47 PST 2025,30-Dec-2025 17:52:47.959,-117.23972669,32.68395962,0.0,3.7900924682617188,-18.57159423828125,0.0,-1.83,0.96,9.57,0.02,2.4,352.09,0.85,-,0,0,845.03,0,0,-0.8,-0.27,0,333,-0.5,-0.17,-166,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.43,-60.93,0,32.68,-117.24,45,0,-,-,-,-,-,-,12.12,8.25,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-
Tue Dec 30 17:52:48 PST 2025,30-Dec-2025 17:52:48.960,-117.23972653,32.68395929,0.0,3.7900924682617188,-18.5433349609375,0.0,-1.91,0.93,9.64,0.03,2.4,352.09,0.85,-,0,0,845.03,0,0,-0.8,-0.27,0,333,-0.5,-0.17,-166,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,29480,-9.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.43,-60.84,0,32.68,-117.24,45,0,-,-,-,-,-,-,12.12,8.25,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-
Tue Dec 30 17:52:49 PST 2025,30-Dec-2025 17:52:49.959,-117.23972767,32.68395918,0.0,3.7900924682617188,-18.568572998046875,0.0,-1.91,0.93,9.64,0.03,2.4,352.09,0.85,-,0,0,845.03,0,0,-0.8,-0.27,0,333,-0.5,-0.17,-166,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.43,-60.92,0,32.68,-117.24,47,0,-,-,-,-,-,-,12.12,8.25,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-
Tue Dec 30 17:52:50 PST 2025,30-Dec-2025 17:52:50.960,-117.23972785,32.68395884,0.0,3.7900924682617188,-18.573028564453125,0.0,-1.91,0.93,9.64,0.03,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,754,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.43,-60.94,0,32.68,-117.24,47,0,-,-,-,-,-,-,12.12,8.25,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-
Tue Dec 30 17:52:51 PST 2025,30-Dec-2025 17:52:51.959,-117.23972857,32.68395868,0.0,3.7900924682617188,-18.59576416015625,0.0,-1.91,0.93,9.64,0.03,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,754,0,0,0,0,-,-,320.5,-0.15,0.39,-0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.43,-61.01,0,32.68,-117.24,46,0,-,-,-,-,-,-,12.12,8.25,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-
Tue Dec 30 17:52:52 PST 2025,30-Dec-2025 17:52:52.959,-117.23972912,32.68395843,0.0,3.7900924682617188,-18.6187744140625,0.0,-1.9,0.93,9.64,0.03,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,754,0,0,0,0,-,-,320.5,-0.15,0.39,-0.18,-,0,68.9,50.2,55.29,49.02,50.2,15,50,-,-,-,-,-,-,-,-,-,12.43,-61.09,0,32.68,-117.24,45,0,-,-,-,-,-,-,12.12,8.25,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,0,0,0,-,-,-
Tue Dec 30 17:52:53 PST 2025,30-Dec-2025 17:52:53.959,-117.23972956,32.68395815,0.0,3.7900924682617188,-18.605377197265625,0.0,-1.93,0.93,9.63,0.02,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,754,0,0,0,0,-,-,320.5,-0.15,0.39,-0.18,-,0,68.9,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-,55.29,74.84,-,12.43,-61.04,0,32.68,-117.24,43,0,-,-,-,105.8,14.65,0,12.12,8.25,0,-,-,-,-,-,0,0,31.37,15,-,-,-,-,-,0,0,0,-0.05,13.85,-
Tue Dec 30 17:52:54 PST 2025,30-Dec-2025 17:52:54.959,-117.23973003,32.68395812,0.0,3.7900924682617188,-18.613067626953125,0.0,-1.83,1.05,9.61,0.02,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,754,0,0,0,0,-,-,320.5,-0.15,0.39,-0.18,-,0,68.9,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-,55.29,74.84,1944.96,12.43,-61.07,0,32.68,-117.24,41,0,-,-,-,105.8,14.65,0,12.12,8.25,0,-,-,-,-,-,0,0,31.37,15,-,-,-,-,-,0,0,0,-0.05,13.85,13.6
Tue Dec 30 17:52:55 PST 2025,30-Dec-2025 17:52:55.959,-117.23973023,32.68395816,0.0,3.7900924682617188,-18.60028076171875,0.0,-1.86,0.98,9.66,0.03,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.6,-0.2,-199.2,332,-11.38,13.73,0,0,0,0,0,333.5,13.85,132.8,131,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,754,0,0,0,0,-,-,320.5,-0.15,0.39,-0.18,-,0,68.9,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1892.25,55.29,74.84,1944.96,12.43,-61.02,0,32.68,-117.24,40,0,-,13.73,13.73,105.8,14.65,0,12.12,8.25,0,-,-,-,21.18,975,0,0,31.37,15,-,-,-,-,-,0,0,0,-0.05,13.85,13.6
