GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), !! HV Discharge Amps(A),!! HV Volts(V),!! Inst. kPower(kW),!! Inst. kW/km(kW/km/h),!! Inst. kW/miles per hour(kW/mph),!! Inst. Miles per hour/kW(mph/kW),!! Inst. Power(W),!! Inst. W/ miles per hour(W/mph),!! Inst. W/km per hour(W/km/h),!! MGA Current(A),!! MGA kPower(kW),!! MGA Power(W),!! MGA Voltage(V),!! MGB Current(A),!! MGB kPower(kW),!! MGB Power(W),!! MGB Voltage(V),!! SOC (Usable)(%),!! SOC(Raw)(%),!!Inst km per hour /kW(km/h/kW),!Charger AC Current(A),!Charger AC Voltage(V),!Charger HV Current(A),!Charger HV Power(W),!Charger HV Voltage(V),!Control Module Voltage(V),!Engine Coolant Temp(°F),!Engine Oil Temp(°F),!EV km this Cycle(miles),!EV Miles this Cycle(ft),!Fuel Level(%),!Fuel Remaining(Gallons),!HV Battery Temp(°F),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°F),!PRNDL,!Speed kmh(kmh),!Tran Temp(°F),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),*Brake Tq(ft-lb),*Charging Limit?(W),*Clutch C2 Slip(RPM),*Clutch C3 Slip(RPM),*H2 Volt from VICM?(V),*M AC High Side Pressure(psi),*M Commanded Throttle Pos(%),*M Engine Torque(ft-lb),*M Engine Torque m1(ft-lb),*M Fuel System Status(B1),*M Intake Air Temp IAT(°F),*M Long Term Fuel Trip Bank 2(%),*M Long Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank2(%),*M Spark Advance(Deg),*Outside Temp Filtered(°F),*Transmission ISS  19 41(RPM),*Transmission Pressure,Engine Coolant Temperature(°F),Engine Load(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Hybrid/EV Battery Remaining Charge(%),Intake Air Temperature(°F),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(cfm),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Tue Jan 06 04:57:33 PST 2026,06-Jan-2026 04:57:33.650,-117.1436126,32.71474608,0.0,3.7900924682617188,12.06341552734375,0.0,-0.6,9.68,1.09,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.43,39.58,0,32.71,-117.14,49,-,-,-,-,-,-,-,13.55,7.38,-,0,0,100,-,-,0,1.24,-,-,-,-,-,-,0,0.44,0.44,0,-,-,-
Tue Jan 06 04:57:34 PST 2026,06-Jan-2026 04:57:34.646,-117.1436037,32.71474212,0.46000000834465027,3.7900924682617188,11.962066650390625,0.0,-0.65,9.86,0.52,0.03,28.8,357.73,10.3,-,0,0,10302.75,0,0,0.75,0,0,329,-,0,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.6,-,-,-,15.29,-,-,12.43,39.25,0,32.71,-117.14,51,1.24,-,-,-,68,-,-,13.55,7.38,-,0,0,100,-,-,1.03,1.24,-,-,-,-,-,-,0,1.28,1.28,0,-,-,-
Tue Jan 06 04:57:35 PST 2026,06-Jan-2026 04:57:35.646,-117.14360096,32.71473844,0.3499999940395355,3.7900924682617188,12.6312255859375,0.0,-0.65,9.86,0.52,0.03,28.8,357.73,10.3,-,0,0,10302.75,0,0,0.75,0.25,0,329,6.05,1.99,1990.45,329,-11.38,13.73,0,0,0,0,0,328.5,14.89,71.6,68,0,0,15.69,1.46,66.2,13.73,29480,-9.4,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.6,-,-,-,15.29,-,-,12.43,41.44,0,32.71,-117.14,53,1.24,-,-,-,68,-,-,13.55,7.38,-,0,0,100,-,-,0.78,1.24,-,-,-,-,-,-,0,1.95,1.95,0,-,-,-
Tue Jan 06 04:57:36 PST 2026,06-Jan-2026 04:57:36.649,-117.14359656,32.71473367,0.8299999833106995,3.7900924682617188,13.01739501953125,56.5,-0.65,9.86,0.52,0.03,28.8,357.73,10.3,-,2105882,0.47,10302.75,2105.88,3434.25,0.75,0.25,0,329,6.05,1.99,1990.45,329,-11.38,13.73,241.52,0,0,0,0,328.5,14.89,71.6,68,0,0,15.69,1.46,66.2,13.73,29480,-9.4,3,3,-,11.64,5900,29,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,71.6,-,-,-,15.29,-,-,12.43,42.71,56.5,32.71,-117.14,55,1.24,-,-,-,68,-,-,13.55,7.38,-,0,0,100,-,-,1.86,1.24,-,-,-,-,-,-,0,2.95,2.95,0,-,-,-
Tue Jan 06 04:57:37 PST 2026,06-Jan-2026 04:57:37.649,-117.14358036,32.71474026,1.8200000524520874,3.7900924682617188,13.0252685546875,50.0,-0.65,9.86,0.52,0.03,28.8,357.73,10.3,-,2105882,0.47,10302.75,2105.88,3434.25,0.75,0.25,0,329,6.05,1.99,1990.45,329,-11.38,13.73,241.52,0,0,0,0,328.5,14.89,71.6,68,0,0,15.69,1.46,66.2,13.73,29480,-9.4,3,3,-,11.64,5900,29,0,0,0,-,-,309.5,-0.15,12.94,-0.18,-,-,-,-,-,-,-,-,-,-,-,71.6,-,-,-,15.29,-,-,12.43,42.73,50,32.71,-117.14,58,1.24,-,-,-,68,-,-,13.55,7.38,-,0,0,100,-,-,4.07,1.24,-,-,-,-,-,-,0,3.94,3.94,0,-,-,-
Tue Jan 06 04:57:38 PST 2026,06-Jan-2026 04:57:38.650,-117.14354975,32.71474724,3.490000009536743,3.7900924682617188,13.17132568359375,66.0999984741211,1.33,10.01,-0.17,0.05,28.8,357.73,10.3,-,2105882,0.47,10302.75,2105.88,3434.25,0.75,0.25,0,329,6.05,1.99,1990.45,329,-11.38,13.73,241.52,0,0,0,0,328.5,14.89,71.6,68,0,0,15.69,1.46,66.2,13.73,29480,-9.4,3,3,-,11.64,5900,29,0,0,0,-,-,309.5,-0.15,12.94,-0.18,-,4,50,50.2,56.08,50.2,50.2,-5,47.08,-,-,71.6,-,-,-,15.29,-,-,12.43,43.21,66.1,32.71,-117.14,59,1.24,-,-,-,68,-,-,13.55,7.38,-,0,0,100,-,-,7.81,1.24,-,-,-,-,-,-,0,4.94,4.94,0,-,-,-
Tue Jan 06 04:57:39 PST 2026,06-Jan-2026 04:57:39.648,-117.14350485,32.7147512,5.019999980926514,3.7900924682617188,13.95074462890625,80.0,-0.42,9.4,-0.98,-0.02,28.8,357.73,10.3,-,2105882,0.47,10302.75,2105.88,3434.25,0.75,0.25,0,329,6.05,1.99,1990.45,329,-11.38,13.73,241.52,0,0,0,0,328.5,14.89,71.6,68,0,0,15.69,1.46,66.2,13.73,29480,-9.4,3,3,-,11.64,5900,29,0,0,0,-,-,309.5,-0.15,12.94,-0.18,-,4,50,50.2,56.08,50.2,50.2,-5,47.08,-,15872,71.6,68.63,1404.5,-,24.31,55.69,-,12.43,45.77,80,32.71,-117.14,59,2.14,-,-,-,68,9.57,3.07,13.55,7.38,89.92,18.5,0,81.5,-,-,11.23,9.94,35.69,-11,-,3.07,32.61,7.21,0,6.07,6.07,0,-5.13,14.98,-
Tue Jan 06 04:57:40 PST 2026,06-Jan-2026 04:57:40.649,-117.14344754,32.71475201,5.769999980926514,3.7900924682617188,14.123779296875,89.0999984741211,-0.71,8.7,1.43,-0.08,28.8,357.73,10.3,-,2105882,0.47,10302.75,2105.88,3434.25,0.75,0.25,0,329,6.05,1.99,1990.45,329,-11.38,13.73,241.52,0,0,0,0,328.5,14.89,71.6,68,0,0,15.69,1.46,66.2,13.73,29480,-9.4,3,3,-,11.64,5900,29,0,0,0,-,-,309.5,-0.15,12.94,-0.18,-,4,50,50.2,56.08,50.2,50.2,-5,47.08,-,15872,71.6,68.63,1404.5,-,24.31,55.69,1753.51,12.43,46.34,89.1,32.71,-117.14,59,2.14,-,-,-,68,9.57,3.07,13.55,7.38,89.92,28.75,0,71.25,-,-,12.91,9.94,35.69,-11,-,3.07,32.61,7.21,0,6.94,6.94,0,-5.13,14.98,14.7
Tue Jan 06 04:57:41 PST 2026,06-Jan-2026 04:57:41.651,-117.14338555,32.71475343,5.78000020980835,3.7900924682617188,14.49371337890625,89.9000015258789,-0.29,9.48,1.1,-0.01,54.9,360.64,19.8,-,4046950.5,0.25,19799.17,4046.95,6599.72,0.75,0.25,0,329,6.05,1.99,1990.45,329,-11.38,13.73,456.69,0,0,0,0,328.5,14.89,71.6,68,0,0,15.69,1.46,66.2,13.73,29480,-9.4,3,3,-,11.64,5900,29,0,0,0,-,-,309.5,-0.15,12.94,-0.18,-,4,50,50.2,56.08,50.2,50.2,-5,47.08,-,15872,71.6,68.63,1404.5,-4135.5,24.31,55.69,1753.51,12.43,47.55,89.9,32.71,-117.14,57,2.14,-,13.73,13.73,68,9.57,3.07,13.55,7.38,89.92,38.92,0,61.08,27.45,9,12.93,9.94,35.69,-11,-,3.07,32.61,7.21,0,8.09,8.09,0,-5.13,14.98,14.7
Tue Jan 06 04:57:42 PST 2026,06-Jan-2026 04:57:42.650,-117.14332068,32.71475186,5.949999809265137,3.7900924682617188,15.165771484375,91.0,-0.11,9.75,1.76,0.03,54.9,360.64,19.8,-,578135.75,1.73,19799.17,578.14,942.82,-5.1,-1.65,0,324,26.85,8.7,8699.4,324,-11.38,13.73,3196.81,0,0,0,0,324,14.99,71.6,68,0,0,23.53,2.19,66.2,13.73,29480,-9.4,3,21,-,11.64,5900,29,0,0,0,-,-,309.5,-0.15,12.94,-0.18,-,4,50,50.2,56.08,50.2,50.2,-5,47.08,-,15872,71.6,68.63,1404.5,-4135.5,24.31,55.69,1753.51,12.43,49.76,91,32.71,-117.14,56,2.14,-,13.73,13.73,68,9.57,3.07,13.55,7.38,89.92,44.74,0,55.26,27.45,9,13.31,9.94,35.69,-11,-,3.07,32.61,7.21,0,8.95,8.95,0,-5.13,14.98,14.7
