GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), !! HV Discharge Amps(A),!! HV Volts(V),!! Inst. kPower(kW),!! Inst. kW/km(kW/km/h),!! Inst. kW/miles per hour(kW/mph),!! Inst. Miles per hour/kW(mph/kW),!! Inst. Power(W),!! Inst. W/ miles per hour(W/mph),!! Inst. W/km per hour(W/km/h),!! MGA Current(A),!! MGA kPower(kW),!! MGA Power(W),!! MGA Voltage(V),!! MGB Current(A),!! MGB kPower(kW),!! MGB Power(W),!! MGB Voltage(V),!! SOC (Usable)(%),!! SOC(Raw)(%),!!Inst km per hour /kW(km/h/kW),!Charger AC Current(A),!Charger AC Voltage(V),!Charger HV Current(A),!Charger HV Power(W),!Charger HV Voltage(V),!Control Module Voltage(V),!Engine Coolant Temp(°F),!Engine Oil Temp(°F),!EV km this Cycle(miles),!EV Miles this Cycle(ft),!Fuel Level(%),!Fuel Remaining(Gallons),!HV Battery Temp(°F),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°F),!PRNDL,!Speed kmh(kmh),!Tran Temp(°F),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),*Brake Tq(ft-lb),*Charging Limit?(W),*Clutch C2 Slip(RPM),*Clutch C3 Slip(RPM),*H2 Volt from VICM?(V),*M AC High Side Pressure(psi),*M Commanded Throttle Pos(%),*M Engine Torque(ft-lb),*M Engine Torque m1(ft-lb),*M Fuel System Status(B1),*M Intake Air Temp IAT(°F),*M Long Term Fuel Trip Bank 2(%),*M Long Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank2(%),*M Spark Advance(Deg),*Outside Temp Filtered(°F),*Transmission ISS  19 41(RPM),*Transmission Pressure,Engine Coolant Temperature(°F),Engine Load(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Hybrid/EV Battery Remaining Charge(%),Intake Air Temperature(°F),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(cfm),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Wed Dec 31 10:27:01 PST 2025,31-Dec-2025 10:27:01.431,-116.98873405,32.8403637,14.020000457763672,3.7900924682617188,68.0386962890625,168.3000030517578,-1.51,9.28,2.11,0,36.3,357.72,12.99,-,189583.78,5.27,12985.19,189.58,309.17,6.15,2.01,0,327,36.05,11.82,11824.4,328,-10.78,14.12,4262.01,0,0,0,0,331,14.6,181.4,163.4,0,0,77.25,7.19,73.4,14.12,29480,-9.4,3,42,-,11.58,701,0,0,0,0,-,-,326.5,-0.15,48.24,802.28,-,196,60.8,50.2,53.73,50.2,50.2,19.5,50.45,-,3488,177.8,77.25,2749,-144,84.31,55.69,2918.16,12.43,223.22,168.3,32.84,-116.99,61,1.31,-,14.12,14.12,87.8,13.78,5.14,12.24,8.17,213.21,100,0,0,26.27,87,31.36,32.31,45.49,22,-,5.14,19.47,12.08,0.06,9.41,9.41,0,-0.92,14.58,14.4
Wed Dec 31 10:27:02 PST 2025,31-Dec-2025 10:27:02.431,-116.98869296,32.84024095,14.3100004196167,3.7900924682617188,67.701904296875,164.1999969482422,1.27,10.87,1.35,0.14,36.3,357.72,12.99,-,156127.83,6.41,12985.19,156.13,254.61,6.15,2.01,0,327,36.05,11.82,11824.4,328,-10.78,14.12,5175.29,0,0,0,0,331,14.6,181.4,163.4,0,0,77.25,7.19,73.4,14.12,29480,-9.4,3,51,-,11.58,672,0,0,0,0,-,-,326.5,-0.15,48.24,802.28,-,196,60.8,50.2,53.73,50.2,50.2,19.5,50.45,-,3488,177.8,77.25,2749,-144,84.31,55.69,2918.16,12.43,222.12,164.2,32.84,-116.99,63,1.31,-,14.12,14.12,87.8,13.78,5.14,12.24,8.17,213.21,100,0,0,26.27,87,32.01,32.31,45.49,22,-,5.14,19.47,12.08,0.06,10.41,10.41,0,-0.92,14.58,14.4
Wed Dec 31 10:27:03 PST 2025,31-Dec-2025 10:27:03.432,-116.98864848,32.84012225,13.920000076293945,3.7900924682617188,67.56707763671875,161.6999969482422,0.51,9.67,2.97,0.05,36.3,357.72,12.99,-,156127.83,6.41,12985.19,156.13,254.61,6.15,2.01,0,327,36.05,11.82,11824.4,328,-10.78,14.12,5175.29,0,0,0,0,331,14.6,181.4,163.4,0,0,77.25,7.19,73.4,14.12,29480,-9.4,3,51,-,11.58,672,0,0,0,0,-,-,326.5,-0.15,39.22,660.67,-,196,59.9,50.2,53.73,50.2,50.2,16,50.45,-,3488,177.8,77.25,2749,-144,84.31,55.69,2918.16,12.43,221.68,161.7,32.84,-116.99,64,1.31,-,14.12,14.12,87.8,13.78,5.14,12.24,8.17,213.21,100,0,0,26.27,87,31.14,32.31,45.49,22,-,5.14,19.47,12.08,0.08,11.41,11.41,0,-0.92,14.58,14.4
Wed Dec 31 10:27:04 PST 2025,31-Dec-2025 10:27:04.432,-116.98860007,32.8400061,13.729999542236328,3.7900924682617188,67.36663818359375,160.60000610351562,1.19,9.47,1.79,0.01,36.3,357.72,12.99,-,156127.83,6.41,12985.19,156.13,254.61,6.15,2.01,0,327,36.05,11.82,11824.4,328,-10.78,14.12,5175.29,0,0,0,0,331,14.6,181.4,163.4,0,0,77.25,7.19,73.4,14.12,29480,-9.4,3,51,-,11.58,672,0,0,0,0,-,-,326.5,-0.15,39.22,660.67,-,196,59.9,50.2,53.73,50.2,50.2,16,50.45,-,15872,181.4,62.35,1654.75,-144,79.61,57.87,2884.8,12.43,221.02,160.6,32.84,-116.99,64,1.31,-,14.12,14.12,87.8,12.33,11.14,12.24,8.17,98.74,100,0,0,26.27,87,30.71,29.83,38.04,23,-,8.14,12.29,19.14,0.08,12.84,12.84,0,-2.03,14.6,14.3
Wed Dec 31 10:27:05 PST 2025,31-Dec-2025 10:27:05.431,-116.98855492,32.83989062,13.34000015258789,3.7900924682617188,67.54852294921875,161.10000610351562,0.18,7.72,4.3,-0.08,-43.15,348.41,-15.03,-,-180758.48,-5.53,-15033.73,156.13,254.61,-1,2.01,0,342,-68.5,11.82,11824.4,328,-10.78,14.12,5175.29,0,0,0,0,331,14.6,181.4,163.4,0,0,77.25,7.19,73.4,14.12,29480,-9.4,3,51,-,11.58,672,0,0,0,0,-,-,326.5,-0.15,39.22,660.67,-,196,59.9,50.2,53.73,50.2,50.2,16,50.45,-,15872,181.4,62.35,1654.75,3,79.61,57.87,2884.8,12.43,221.62,161.1,32.84,-116.99,63,1.31,-,14.51,14.51,87.8,12.33,11.14,12.24,8.17,98.74,100,0,0,28.63,93,29.84,29.83,38.04,23,-,8.14,12.29,19.14,0.1,13.77,13.77,0,-2.03,14.6,14.3
Wed Dec 31 10:27:06 PST 2025,31-Dec-2025 10:27:06.431,-116.98851542,32.83977571,13.3100004196167,3.7900924682617188,67.526123046875,164.0,1.33,9.8,2.8,0.07,-43.15,348.41,-15.03,-,-200406.16,-4.99,-15033.73,-200.41,-326.82,-1,-0.34,0,342,-68.5,-23.5,-23495.5,343,-10.18,14.51,-5697.08,0,0,0,0,344.5,14.6,183.2,163.4,0,0,90.98,8.47,73.4,14.51,29480,-9.4,3,46,-,11.52,678,0,0,0,0,-,-,332.5,-0.15,32.16,283.04,-,196,59.9,50.2,53.73,50.2,50.2,24,50.22,-,6080,181.4,62.35,1654.75,3,92.55,57.87,2884.8,12.43,221.54,164,32.84,-116.99,63,1.31,-,14.51,14.51,87.8,12.33,11.14,12.24,8.17,98.74,100,0,0,28.63,93,29.77,29.83,38.04,23,-,8.14,12.29,19.14,0.1,14.85,14.85,0,-2.03,14.6,14.3
Wed Dec 31 10:27:07 PST 2025,31-Dec-2025 10:27:07.431,-116.98848762,32.83966814,12.359999656677246,3.7900924682617188,67.42218017578125,166.89999389648438,0.55,9.63,3.04,0.05,-64.15,344.56,-22.1,-,-294651.72,-3.39,-22103.68,-294.65,-480.51,-1.1,-0.38,0,341,-39.8,-13.57,-13571.8,341,-10.18,14.51,-8564.19,0,0,0,0,341,14.6,183.2,163.4,0,0,90.98,8.47,73.4,14.51,29480,-9.4,3,46,-,11.52,678,0,0,0,0,-,-,332.5,-0.15,32.16,283.04,-,196,59.9,50.2,53.73,50.2,50.2,24,50.22,-,6080,183.2,33.73,1257.75,-19.5,92.55,60.05,2568.62,12.43,221.2,166.9,32.84,-116.99,64,2.43,-,14.51,14.51,87.8,9.14,23.16,12.24,8.17,45.48,100,0,0,5.88,94,27.65,27.34,21.96,18,-,13.15,7.61,30.92,0.11,15.41,15.41,0,-5.22,14.6,14.3
Wed Dec 31 10:27:08 PST 2025,31-Dec-2025 10:27:08.432,-116.9884711,32.83956959,11.3100004196167,3.7900924682617188,67.26129150390625,172.6999969482422,-0.5,9.2,2.94,0.01,-64.15,344.56,-22.1,-,-338849.47,-2.95,-22103.68,-338.85,-552.59,-1.1,-0.38,0,341,-39.8,-13.57,-13571.8,341,-10.18,14.51,-7447.12,0,0,0,0,341,14.6,183.2,163.4,0,0,94.51,8.8,73.4,14.51,29480,-9.4,3,40,-,11.52,680,0,0,19.18,0,-,-,332.5,-0.15,32.16,283.04,-,196,59.9,50.2,53.73,50.2,50.2,24,50.22,-,6080,183.2,33.73,1257.75,-19.5,92.55,60.05,2568.62,12.43,220.67,172.7,32.84,-116.99,64,2.43,-,14.51,14.51,87.8,9.14,23.16,12.24,8.17,45.48,100,0,0,5.88,94,25.3,27.34,21.96,18,-,13.15,7.61,30.92,0.11,16.41,16.41,0,-5.22,14.6,14.3
Wed Dec 31 10:27:09 PST 2025,31-Dec-2025 10:27:09.430,-116.98846073,32.8394772,10.210000038146973,3.7900924682617188,67.2890625,176.10000610351562,2.61,7.84,-7.55,0.16,-64.15,344.56,-22.1,-,-338849.47,-2.95,-22103.68,-338.85,-552.59,-1.1,-0.38,0,341,-39.8,-13.57,-13571.8,341,-10.18,14.51,-7447.12,0,0,0,0,341,14.6,183.2,163.4,0,0,94.51,8.8,73.4,14.51,29480,-9.4,3,40,-,11.52,680,0,0,19.18,0,-,-,331.5,-0.15,3.92,-0.18,-,0,60.8,50.2,53.73,50.2,50.2,30,50.22,-,6080,183.2,33.73,1257.75,-19.5,92.55,60.05,2568.62,12.43,220.76,176.1,32.84,-116.99,63,2.43,-,14.51,14.51,87.8,9.14,23.16,12.24,8.17,45.48,100,0,0,5.88,94,22.84,27.34,21.96,18,-,13.15,7.61,30.92,0.13,17.41,17.41,0,-5.22,14.6,14.3
Wed Dec 31 10:27:10 PST 2025,31-Dec-2025 10:27:10.429,-116.98845738,32.83940205,8.5,3.7900924682617188,67.219482421875,189.39999389648438,4.54,8.38,-3.16,0.04,-32.95,345.81,-22.1,-,-338849.47,-2.95,-22103.68,-338.85,-552.59,-1.1,-0.38,0,341,-39.8,-13.57,-13571.8,341,-10.18,14.51,-7447.12,0,0,0,0,341,14.6,183.2,163.4,0,0,94.51,8.8,73.4,14.51,29480,-9.4,3,40,-,11.52,680,0,0,19.18,0,-,-,331.5,-0.15,3.92,-0.18,-,0,60.8,50.2,53.73,50.2,50.2,30,50.45,-,5920,185,0,0,56,88.24,62.22,2475.79,12.43,220.54,189.4,32.84,-116.99,62,3.48,-,14.51,14.51,89.6,6.96,217.67,12.25,8.17,0,100,0,0,0.39,98,19.01,15.53,10.59,30,-,13.23,7.56,31.11,0.13,18.83,18.83,0,-7.4,14.6,14.3
Wed Dec 31 10:27:11 PST 2025,31-Dec-2025 10:27:11.429,-116.98845141,32.83934611,5.809999942779541,3.7900924682617188,67.09613037109375,176.0,-0.78,9.31,-2.42,0,-32.95,341.16,-11.24,-,-299697.47,-3.34,-11241.1,-299.7,-488.74,-0.6,-0.2,0,340,-36.4,-12.34,-12339.6,340,-10.18,14.51,-2221.42,0,0,0,0,340,14.61,185,163.4,0,0,86.67,8.07,73.4,14.51,29480,-9.4,3,23,-,11.52,691,0,0,2.21,0,-,-,326,-0.15,0.39,-0.18,-,0,60.8,50.2,53.73,50.2,50.2,30,50.45,-,4800,185,0,0,56.5,88.24,63.09,2472.89,12.43,220.13,176,32.84,-116.99,62,0.05,-,14.51,14.51,89.6,8.7,217.67,12.25,8.17,0,100,0,0,0.39,99,13,13.05,10.59,30,-,13.28,7.53,31.23,0.13,19.7,19.7,0,-5.66,14.61,14.3
Wed Dec 31 10:27:12 PST 2025,31-Dec-2025 10:27:12.429,-116.98845303,32.83929508,5.010000228881836,3.7900924682617188,67.01129150390625,178.6999969482422,-0.62,9.63,2.79,0.04,-32.95,341.16,-11.24,-,-362791.66,-2.76,-11241.1,-362.79,-591.64,-0.6,-0.2,0,340,-36.4,-12.38,-12376,340,-10.18,14.51,-1835.08,0,0,0,0,340,14.61,185,163.4,0,0,84.71,7.89,73.4,14.51,29480,-9.4,3,19,-,11.52,697,0,0,19.18,0,-,-,325.5,-0.15,0.39,-0.18,-,0,60.8,50.2,53.73,50.2,50.2,30,50.45,-,4800,185,0,0,56.5,88.24,63.09,2472.89,12.43,219.85,178.7,32.84,-116.99,64,0.05,-,14.51,14.51,89.6,8.7,217.67,12.25,8.17,0,100,0,0,0.39,99,11.21,13.05,10.59,30,-,13.28,7.53,31.23,0.14,20.4,20.4,0,-5.66,14.61,14.3
Wed Dec 31 10:27:13 PST 2025,31-Dec-2025 10:27:13.429,-116.98845372,32.83925554,3.7300000190734863,3.7900924682617188,67.17071533203125,180.39999389648438,3.78,8.55,3.76,0.05,-20.05,340.41,-6.83,-,-220272.58,-4.54,-6825.15,-220.27,-359.22,-0.6,-0.2,0,338,-17.7,-12.38,-12376,338,-10.18,14.51,-1119.1,0,0,0,0,340,14.61,185,163.4,0,0,84.71,7.89,73.4,14.51,29480,-9.4,3,19,-,11.52,697,0,0,19.18,0,-,-,325.5,-0.15,0.39,-0.18,-,0,61.7,50.2,53.73,50.2,50.2,30,50.45,-,4480,185,0,0,57,84.71,63.96,2467.09,12.43,220.38,180.4,32.84,-116.99,64,2.51,-,14.51,14.51,91.4,11.31,217.67,12.25,8.17,0,100,0,0,0.39,100,8.34,8.7,10.59,30,-,13.31,7.51,31.3,0.14,21.41,21.41,0,-3.05,14.57,14.2
Wed Dec 31 10:27:14 PST 2025,31-Dec-2025 10:27:14.429,-116.98845376,32.83923005,2.1700000762939453,3.7900924682617188,67.23681640625,179.6999969482422,-0.41,9.76,1.81,0.03,-20.05,340.41,-6.83,-,-465019.91,-2.15,-6825.15,-465.02,-758.35,-0.6,-0.2,0,338,-17.7,-5.98,-5982.6,338,-10.18,14.51,-530.1,0,0,0,0,338.5,14.56,186.8,163.4,0,0,84.71,7.89,73.4,14.51,29480,-9.4,3,9,-,11.52,693,0,0,129.07,0,-,-,325.5,-0.15,0.39,-0.18,-,0,61.7,50.2,53.73,50.2,50.2,30,50.45,-,4480,185,0,0,57,84.71,63.96,2467.09,12.43,220.59,179.7,32.84,-116.99,63,2.51,-,14.51,14.51,91.4,11.31,217.67,12.25,8.17,0,100,0,0,0.39,100,4.85,8.7,10.59,30,-,13.31,7.51,31.3,0.14,22.4,22.4,0,-3.05,14.57,14.2
