GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), !! HV Discharge Amps(A),!! HV Volts(V),!! Inst. kPower(kW),!! Inst. kW/km(kW/km/h),!! Inst. kW/miles per hour(kW/mph),!! Inst. Miles per hour/kW(mph/kW),!! Inst. Power(W),!! Inst. W/ miles per hour(W/mph),!! Inst. W/km per hour(W/km/h),!! MGA Current(A),!! MGA kPower(kW),!! MGA Power(W),!! MGA Voltage(V),!! MGB Current(A),!! MGB kPower(kW),!! MGB Power(W),!! MGB Voltage(V),!! SOC (Usable)(%),!! SOC(Raw)(%),!!Inst km per hour /kW(km/h/kW),!Charger AC Current(A),!Charger AC Voltage(V),!Charger HV Current(A),!Charger HV Power(W),!Charger HV Voltage(V),!Control Module Voltage(V),!Engine Coolant Temp(°F),!Engine Oil Temp(°F),!EV km this Cycle(miles),!EV Miles this Cycle(ft),!Fuel Level(%),!Fuel Remaining(Gallons),!HV Battery Temp(°F),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°F),!PRNDL,!Speed kmh(kmh),!Tran Temp(°F),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),*Brake Tq(ft-lb),*Charging Limit?(W),*Clutch C2 Slip(RPM),*Clutch C3 Slip(RPM),*H2 Volt from VICM?(V),*M AC High Side Pressure(psi),*M Commanded Throttle Pos(%),*M Engine Torque(ft-lb),*M Engine Torque m1(ft-lb),*M Fuel System Status(B1),*M Intake Air Temp IAT(°F),*M Long Term Fuel Trip Bank 2(%),*M Long Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank2(%),*M Spark Advance(Deg),*Outside Temp Filtered(°F),*Transmission ISS  19 41(RPM),*Transmission Pressure,Engine Coolant Temperature(°F),Engine Load(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Hybrid/EV Battery Remaining Charge(%),Intake Air Temperature(°F),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(cfm),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Tue Dec 30 17:31:42 PST 2025,30-Dec-2025 17:31:42.502,-117.23974571,32.68396588,0.0,4.7778425216674805,-22.035858154296875,0.0,-0.59,9.29,2.92,0.01,4.5,352.09,1.58,-,∞,0,1584.42,∞,∞,-0.5,-0.17,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1230,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1786.5,55.29,69.62,56.56,15.68,-72.3,0,32.68,-117.24,4,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,-,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.03,14.7
Tue Dec 30 17:31:43 PST 2025,30-Dec-2025 17:31:43.499,-117.23974584,32.68396785,0.0,4.1476030349731445,-21.69976806640625,0.0,-0.63,9.55,2.69,0.03,4.5,352.09,1.58,-,∞,0,1584.42,∞,∞,-0.5,-0.17,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1230,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1786.5,55.29,69.62,56.56,13.61,-71.19,0,32.68,-117.24,26,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.03,14.7
Tue Dec 30 17:31:44 PST 2025,30-Dec-2025 17:31:44.501,-117.23974537,32.68397048,0.0,3.7900924682617188,-21.46673583984375,0.0,-0.74,9.35,2.92,0.02,4.5,352.09,1.58,-,∞,0,1584.42,∞,∞,-0.5,-0.17,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1230,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1786.5,55.29,69.62,56.56,12.43,-70.43,0,32.68,-117.24,32,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.03,14.7
Tue Dec 30 17:31:45 PST 2025,30-Dec-2025 17:31:45.501,-117.2397457,32.68396955,0.0,3.7900924682617188,-20.721527099609375,0.0,-0.69,9.34,2.91,0.02,3.3,352.09,1.16,-,∞,0,1161.91,∞,∞,-0.6,-0.2,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1230,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1787,55.29,69.62,58.02,12.43,-67.98,0,32.68,-117.24,39,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.04,14.7
Tue Dec 30 17:31:46 PST 2025,30-Dec-2025 17:31:46.501,-117.23974765,32.68396748,0.0,3.7900924682617188,-20.3118896484375,0.0,-0.7,9.34,2.88,0.02,3.3,352.09,1.16,-,∞,0,1161.91,∞,∞,-0.6,-0.2,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1136,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1787,55.29,69.62,58.02,12.43,-66.64,0,32.68,-117.24,41,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.04,14.7
Tue Dec 30 17:31:47 PST 2025,30-Dec-2025 17:31:47.501,-117.23974978,32.68396496,0.0,3.7900924682617188,-19.5364990234375,0.0,-0.69,9.33,2.91,0.02,3.6,352.09,1.27,-,∞,0,1267.54,∞,∞,-0.6,-0.2,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1070,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1786.25,55.29,69.18,55.11,12.43,-64.1,0,32.68,-117.24,43,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.03,14.7
Tue Dec 30 17:31:48 PST 2025,30-Dec-2025 17:31:48.501,-117.23975107,32.68396409,0.0,3.7900924682617188,-19.06414794921875,0.0,-0.69,9.34,2.91,0.02,3.6,352.09,1.27,-,∞,0,1267.54,∞,∞,-0.6,-0.2,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1070,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1785.75,55.29,69.18,56.56,12.43,-62.55,0,32.68,-117.24,43,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.04,14.7
Tue Dec 30 17:31:49 PST 2025,30-Dec-2025 17:31:49.501,-117.23975206,32.68396246,0.0,3.7900924682617188,-18.744476318359375,0.0,-0.72,9.3,2.9,0.01,3.6,352.09,1.27,-,∞,0,1267.54,∞,∞,-0.6,-0.2,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1017,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1785.75,55.29,69.18,56.56,12.43,-61.5,0,32.68,-117.24,42,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.04,14.7
Tue Dec 30 17:31:50 PST 2025,30-Dec-2025 17:31:50.501,-117.23975283,32.683962,0.0,3.7900924682617188,-18.552337646484375,0.0,-0.7,9.33,2.9,0.02,3.6,352.09,1.27,-,∞,0,1267.54,∞,∞,-0.6,-0.2,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1017,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1785.75,55.29,69.18,56.56,12.43,-60.87,0,32.68,-117.24,41,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.04,14.7
Tue Dec 30 17:31:51 PST 2025,30-Dec-2025 17:31:51.501,-117.2397546,32.68396062,0.0,3.7900924682617188,-18.425079345703125,0.0,-0.69,9.32,2.91,0.02,3.3,352.09,1.16,-,∞,0,1161.91,∞,∞,-0.6,-0.2,0,333,-0.6,-0.2,-199.8,333,-11.38,13.73,0,0,0,0,0,334.5,15.04,78.8,77,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,1017,0,0,0,0,-,-,321,-0.15,41.18,-0.18,-,0,55.4,50.2,56.86,50.2,50.2,0,49.78,-,3520,78.8,0,0,-1787,55.29,69.18,56.56,12.43,-60.45,0,32.68,-117.24,42,0,-,13.73,13.73,78.8,14.65,0,12.45,8.03,0,2,1.77,96.23,22.35,0,0,0,32.55,0,-,12.47,8.02,29.32,-,0,0,0,0.29,15.04,14.7
