GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), !! HV Discharge Amps(A),!! HV Volts(V),!! Inst. kPower(kW),!! Inst. kW/km(kW/km/h),!! Inst. kW/miles per hour(kW/mph),!! Inst. Miles per hour/kW(mph/kW),!! Inst. Power(W),!! Inst. W/ miles per hour(W/mph),!! Inst. W/km per hour(W/km/h),!! MGA Current(A),!! MGA kPower(kW),!! MGA Power(W),!! MGA Voltage(V),!! MGB Current(A),!! MGB kPower(kW),!! MGB Power(W),!! MGB Voltage(V),!! SOC (Usable)(%),!! SOC(Raw)(%),!!Inst km per hour /kW(km/h/kW),!Charger AC Current(A),!Charger AC Voltage(V),!Charger HV Current(A),!Charger HV Power(W),!Charger HV Voltage(V),!Control Module Voltage(V),!Engine Coolant Temp(°F),!Engine Oil Temp(°F),!EV km this Cycle(miles),!EV Miles this Cycle(ft),!Fuel Level(%),!Fuel Remaining(Gallons),!HV Battery Temp(°F),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°F),!PRNDL,!Speed kmh(kmh),!Tran Temp(°F),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),*Brake Tq(ft-lb),*Charging Limit?(W),*Clutch C2 Slip(RPM),*Clutch C3 Slip(RPM),*H2 Volt from VICM?(V),*M AC High Side Pressure(psi),*M Commanded Throttle Pos(%),*M Engine Torque(ft-lb),*M Engine Torque m1(ft-lb),*M Fuel System Status(B1),*M Intake Air Temp IAT(°F),*M Long Term Fuel Trip Bank 2(%),*M Long Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank2(%),*M Spark Advance(Deg),*Outside Temp Filtered(°F),*Transmission ISS  19 41(RPM),*Transmission Pressure,Engine Coolant Temperature(°F),Engine Load(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Hybrid/EV Battery Remaining Charge(%),Intake Air Temperature(°F),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(cfm),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Wed Dec 31 10:32:11 PST 2025,31-Dec-2025 10:32:11.761,-116.97343804,32.83269633,33.75,3.7900924682617188,80.9437255859375,90.9000015258789,0.47,8.91,1.5,-0.06,-26.65,356.52,-9.5,-,-47754.92,-20.94,-9501.14,-47.75,-77.88,6.65,2.19,0,329,-34.2,-11.25,-11251.8,329,-12.57,12.94,-9119.66,0,0,0,0,329,12.67,203,195.8,0,0,91.76,8.55,75.2,12.94,29480,-9.4,3,122,-,11.77,607,0,0,0,0,-,-,315.5,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,9.5,50.45,-,5440,203,96.86,3424.5,22,92.94,60.48,2906.56,12.43,265.56,90.9,32.83,-116.97,64,0.31,-,12.94,12.94,77,14.36,8.35,12.2,8.2,320.61,47.52,7.88,44.59,72.94,398,75.5,75.81,83.14,10,-,11.51,8.69,27.08,2.23,320.19,207.98,106.47,0,12.66,12.4
Wed Dec 31 10:32:12 PST 2025,31-Dec-2025 10:32:12.761,-116.97307821,32.83269044,33.66999816894531,3.7900924682617188,82.0040283203125,91.0,-1.6,11.75,-0.69,0.23,0.6,357.73,0.21,-,1078.83,926.93,214.64,1.08,1.76,17.45,5.67,0,325,-15.2,-4.94,-4940,325,-12.57,12.94,204.62,0,0,0,0,324.5,12.68,201.2,195.8,0,0,92.94,8.65,75.2,12.94,29480,-9.4,3,122,-,11.77,609,0,0,0,0,-,-,314,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,9.5,50.45,-,5440,203,96.86,3424.5,27.25,92.94,60.48,2921.06,12.43,269.04,91,32.83,-116.97,64,0.31,-,12.94,12.94,77,14.36,8.35,12.2,8.2,320.61,47.49,7.95,44.56,72.94,399,75.32,75.81,83.14,9.5,-,11.51,8.69,27.08,2.25,320.41,208.2,106.47,0,12.65,12.4
Wed Dec 31 10:32:13 PST 2025,31-Dec-2025 10:32:13.760,-116.97271954,32.83268285,33.779998779296875,3.7900924682617188,82.88287353515625,91.4000015258789,-0.68,9.64,0.34,0,-35.35,356.05,-12.59,-,-63261.42,-15.81,-12586.26,-63.26,-103.17,17.45,5.67,0,325,-15.2,-4.94,-4940,325,-12.57,12.94,-12112.73,0,0,0,0,324.5,12.68,201.2,195.8,0,0,92.94,8.65,75.2,12.94,29480,-9.4,3,122,-,11.77,609,0,0,0,0,-,-,314,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,10.5,50.45,-,6720,201.2,96.86,3419.25,14,93.33,60.05,2918.16,12.43,271.93,91.4,32.83,-116.97,64,0.86,10.29,12.94,12.94,77,14.07,8.2,12.2,8.2,326.39,47.24,8.43,44.33,72.94,401,75.56,76.43,83.14,10.5,15.8,11.49,8.7,27.03,2.28,322.08,209.87,106.47,-0.29,12.7,12.4
Wed Dec 31 10:32:14 PST 2025,31-Dec-2025 10:32:14.761,-116.97235989,32.83267418,33.7400016784668,3.7900924682617188,83.77972412109375,91.80000305175781,-0.04,8.54,0.22,-0.11,-35.35,356.05,-12.59,-,-63261.42,-15.81,-12586.26,-63.26,-103.17,9.05,2.97,0,328,-27.1,-8.89,-8888.8,328,-12.57,12.94,-12112.73,0,0,0,0,328,12.7,201.2,197.6,0,0,94.51,8.8,75.2,12.94,29480,-9.4,3,122,-,11.77,609,0,0,0,0,-,-,314,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,10.5,50.45,-,6720,201.2,96.86,3419.25,14,93.33,60.05,2918.16,12.43,274.87,91.8,32.83,-116.97,64,0.86,10.29,12.94,12.94,77,14.07,8.2,12.2,8.2,326.39,47.19,8.53,44.28,72.94,401,75.47,76.43,83.14,10.5,15.8,11.49,8.7,27.03,2.3,322.41,210.2,106.47,-0.29,12.7,12.4
Wed Dec 31 10:32:15 PST 2025,31-Dec-2025 10:32:15.761,-116.97200039,32.83266367,33.68000030517578,3.7900924682617188,84.49725341796875,92.19999694824219,1.5,8.19,2.24,-0.1,4.8,357.92,1.72,-,8635.19,115.81,1718.03,8.64,14.08,18.45,6,0,325,-14.8,-4.82,-4824.8,326,-12.57,12.94,1636.11,0,0,0,0,326,12.7,201.2,197.6,0,0,94.9,8.84,75.2,12.94,29480,-9.4,3,122,-,11.77,604,0,0,0,0,-,-,315,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,10.5,50.22,-,4960,201.2,96.08,3426.75,24,94.51,60.05,2880.45,12.43,277.22,92.2,32.83,-116.97,64,1.09,10.29,12.94,12.94,77,14.07,8.34,12.2,8.2,323.66,46.97,8.95,44.08,72.55,403,75.34,76.43,83.14,11,15.8,11.47,8.72,26.97,2.32,323.89,211.68,106.47,-0.29,12.65,12.4
Wed Dec 31 10:32:16 PST 2025,31-Dec-2025 10:32:16.760,-116.97164001,32.83265135,33.79999923706055,3.7900924682617188,84.927001953125,92.19999694824219,0.16,10.98,1.01,0.14,4.8,357.92,1.72,-,8564.98,116.75,1718.03,8.56,13.97,18.45,6,0,325,-14.8,-4.82,-4824.8,326,-12.57,12.94,1649.52,0,0,0,0,326,12.7,201.2,197.6,0,0,94.9,8.84,75.2,12.94,29480,-9.4,3,123,-,11.77,602,0,0,0,0,-,-,312.5,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,11,50.22,-,4800,199.4,96.86,3425,24,94.9,58.31,2880.45,12.43,278.63,92.2,32.83,-116.97,63,0.82,-,12.94,12.94,77,14.36,8.25,12.19,8.2,327.19,46.78,9.32,43.9,72.55,403,75.61,76.43,83.14,11,-,11.45,8.74,26.92,2.34,325.18,212.97,106.47,0,12.65,12.4
Wed Dec 31 10:32:17 PST 2025,31-Dec-2025 10:32:17.761,-116.9712765,32.83263781,33.97999954223633,3.7900924682617188,85.364013671875,92.5,-1.71,11.81,-1.28,0.24,16.2,358.45,5.81,-,28716.26,34.82,5806.94,28.72,46.83,24.55,7.95,0,324,-8.6,-2.78,-2777.8,323,-12.57,12.94,5604.08,0,0,0,0,322.5,12.72,199.4,197.6,0,0,94.9,8.84,75.2,12.94,29480,-9.4,3,124,-,11.77,602,0,0,0,0,-,-,312.5,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,11,50.22,-,4800,199.4,96.86,3425,13.75,94.9,58.31,2868.85,12.43,280.07,92.5,32.83,-116.97,61,0.82,-,12.94,12.94,77,14.36,8.25,12.19,8.2,327.19,46.75,9.39,43.87,72.55,404,76.01,76.43,83.14,11,-,11.45,8.74,26.92,2.36,325.41,213.2,106.47,0,12.69,12.4
Wed Dec 31 10:32:18 PST 2025,31-Dec-2025 10:32:18.760,-116.97091268,32.83262366,34.20000076293945,3.7900924682617188,86.04705810546875,92.69999694824219,-0.42,10,3.1,0.09,16.2,358.45,5.81,-,28716.26,34.82,5806.94,28.72,46.83,24.55,7.95,0,324,-8.6,-2.78,-2777.8,323,-12.57,12.94,5604.08,0,0,0,0,322.5,12.72,199.4,197.6,0,0,94.9,8.84,75.2,12.94,29480,-9.4,3,124,-,11.77,602,0,0,0,0,-,-,312.5,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,11,50.22,-,4800,199.4,96.86,3425,13.75,94.9,58.31,2868.85,12.43,282.31,92.7,32.83,-116.97,59,0.82,-,12.94,12.94,77,14.36,8.25,12.19,8.2,327.19,46.6,9.67,43.73,72.55,404,76.5,76.43,83.14,11,-,11.45,8.74,26.92,2.38,326.41,214.2,106.47,0,12.69,12.4
Wed Dec 31 10:32:19 PST 2025,31-Dec-2025 10:32:19.760,-116.97054427,32.83260855,34.459999084472656,3.7900924682617188,86.40167236328125,92.9000015258789,1.33,11.33,0.82,0.19,16.2,358.45,5.81,-,28716.26,34.82,5806.94,28.72,46.83,24.55,7.95,0,324,-8.6,-2.78,-2777.8,323,-12.57,12.94,5604.08,0,0,0,0,322.5,12.72,199.4,197.6,0,0,94.9,8.84,75.2,12.94,29480,-9.4,3,124,-,11.77,602,0,0,0,0,-,-,309.5,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,9.5,50.22,-,4800,199.4,96.86,3425,13.75,94.9,58.31,2868.85,12.43,283.47,92.9,32.83,-116.97,60,0.82,-,12.94,12.94,77,14.36,8.25,12.19,8.2,327.19,46.46,9.95,43.59,72.55,404,77.08,76.43,83.14,11,-,11.45,8.74,26.92,2.4,327.4,215.2,106.47,0,12.69,12.4
Wed Dec 31 10:32:20 PST 2025,31-Dec-2025 10:32:20.761,-116.97017486,32.83259282,34.689998626708984,3.7900924682617188,87.16864013671875,92.9000015258789,-1.54,7.82,0.23,-0.17,29.7,358.45,10.65,-,52646.47,18.99,10646.06,52.65,85.86,29.55,9.52,0,322,0,0,0,322,-13.17,12.55,10274.15,0,0,0,0,322.5,12.72,199.4,197.6,0,0,93.33,8.69,75.2,12.94,29480,-9.4,3,124,-,11.77,602,0,0,0,0,-,-,309.5,-0.15,98.82,1368.73,-,196,54.5,50.2,53.73,50.2,50.2,9.5,50.22,-,3680,199.4,96.47,3496.25,15,93.73,60.05,2903.66,12.43,285.99,92.9,32.83,-116.97,58,0.69,-,12.55,12.55,77,14.07,8.07,12.19,8.2,334.41,46.27,10.32,43.42,72.55,408,77.6,78.29,83.14,9,-,11.42,8.75,26.87,2.42,328.72,216.51,106.47,-0.29,12.66,12.4
Wed Dec 31 10:32:21 PST 2025,31-Dec-2025 10:32:21.762,-116.9698036,32.83257788,34.900001525878906,3.7900924682617188,87.91387939453125,92.9000015258789,2.33,10.9,0.02,0.15,29.7,358.45,10.65,-,51810.82,19.3,10646.06,51.81,84.49,29.55,9.52,0,322,0,0,0,322,-13.17,12.55,10439.86,0,0,0,0,322.5,12.72,199.4,197.6,0,0,93.33,8.69,75.2,12.55,29480,-9.4,3,126,-,11.83,613,0,0,0,0,-,-,311,-0.15,98.82,1510.34,-,196,53.6,50.2,53.73,50.2,50.2,9,50.22,-,4480,197.6,97.65,3539.75,15,92.94,59.18,2908.01,12.43,288.43,92.9,32.83,-116.97,58,0.85,13.09,12.55,12.55,75.2,14.21,8.01,12.19,8.2,345.08,46.07,10.7,43.23,72.55,408,78.07,78.91,83.14,9,19.41,11.4,8.77,26.82,2.44,330.12,217.91,106.47,-0.15,12.66,12.5
Wed Dec 31 10:32:22 PST 2025,31-Dec-2025 10:32:22.762,-116.96943124,32.83256135,34.95000076293945,3.7900924682617188,88.95123291015625,93.0,-2.33,9.17,2.73,0.02,-8.35,357.14,-2.98,-,-14398.73,-69.45,-2982.12,-14.4,-23.48,13.55,4.42,0,326,-23.3,-7.6,-7595.8,326,-13.17,12.55,-2969.28,0,0,0,0,326,12.7,197.6,199.4,0,0,92.94,8.65,75.2,12.55,29480,-9.4,3,127,-,11.83,635,0,0,0,0,-,-,314.5,-0.15,98.82,1510.34,-,196,53.6,50.2,53.73,50.2,50.2,9,50.22,-,4480,197.6,97.65,3539.75,10.25,92.94,59.18,2908.01,12.43,291.83,93,32.83,-116.97,58,0.85,13.09,12.55,12.55,75.2,14.21,8.01,12.19,8.2,345.08,46.03,10.78,43.19,72.55,409,78.18,78.91,83.14,9,19.41,11.4,8.77,26.82,2.47,330.41,218.2,106.47,-0.15,12.66,12.5
