GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), !! HV Discharge Amps(A),!! HV Volts(V),!! Inst. kPower(kW),!! Inst. kW/km(kW/km/h),!! Inst. kW/miles per hour(kW/mph),!! Inst. Miles per hour/kW(mph/kW),!! Inst. Power(W),!! Inst. W/ miles per hour(W/mph),!! Inst. W/km per hour(W/km/h),!! MGA Current(A),!! MGA kPower(kW),!! MGA Power(W),!! MGA Voltage(V),!! MGB Current(A),!! MGB kPower(kW),!! MGB Power(W),!! MGB Voltage(V),!! SOC (Usable)(%),!! SOC(Raw)(%),!!Inst km per hour /kW(km/h/kW),!Charger AC Current(A),!Charger AC Voltage(V),!Charger HV Current(A),!Charger HV Power(W),!Charger HV Voltage(V),!Control Module Voltage(V),!Engine Coolant Temp(°F),!Engine Oil Temp(°F),!EV km this Cycle(miles),!EV Miles this Cycle(ft),!Fuel Level(%),!Fuel Remaining(Gallons),!HV Battery Temp(°F),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°F),!PRNDL,!Speed kmh(kmh),!Tran Temp(°F),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),*Brake Tq(ft-lb),*Charging Limit?(W),*Clutch C2 Slip(RPM),*Clutch C3 Slip(RPM),*H2 Volt from VICM?(V),*M AC High Side Pressure(psi),*M Commanded Throttle Pos(%),*M Engine Torque(ft-lb),*M Engine Torque m1(ft-lb),*M Fuel System Status(B1),*M Intake Air Temp IAT(°F),*M Long Term Fuel Trip Bank 2(%),*M Long Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank2(%),*M Spark Advance(Deg),*Outside Temp Filtered(°F),*Transmission ISS  19 41(RPM),*Transmission Pressure,Engine Coolant Temperature(°F),Engine Load(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Hybrid/EV Battery Remaining Charge(%),Intake Air Temperature(°F),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(cfm),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Tue Dec 30 05:41:37 PST 2025,30-Dec-2025 05:41:37.019,-116.9524823,32.80124098,0.0,3.7900924682617188,113.5380859375,0.0,-0.72,9.64,1.73,0.03,6.3,352.69,2.22,-,340622.06,2.94,2221.93,340.62,555.48,-0.6,-0.2,0,334,0.25,0.08,83.5,334,-10.18,14.51,71.45,0,0,0,0,335,15.01,154.4,150.8,0,0,58.82,5.48,73.4,14.51,29480,-9.4,3,4,-,11.52,5900,0,0,0,0,-,-,321.5,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.45,-,3520,154.4,0,0,1098.5,62.75,73.1,1235.72,12.43,372.5,0,32.8,-116.95,16,2.49,-,14.51,14.51,127.4,14.5,217.67,0,∞,0,0,0,100,22.35,4,0,2.49,32.55,0,-,0,∞,0,0,6.5,6.5,0,0.15,14.96,14.6
Tue Dec 30 05:41:38 PST 2025,30-Dec-2025 05:41:38.018,-116.95249134,32.80120805,0.8799999952316284,3.7900924682617188,113.80633544921875,198.89999389648438,-0.33,10.08,1.94,0.06,6.3,352.69,2.22,-,340622.06,2.94,2221.93,340.62,555.48,-0.6,-0.2,0,334,0.25,0.08,83.5,334,-10.18,14.51,71.45,0,0,0,0,335,15.01,154.4,150.8,0,0,58.82,5.48,73.4,14.51,29480,-9.4,3,4,-,11.52,5900,0,0,0,0,-,-,321.5,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,3520,154.4,0,0,1098.5,58.82,73.1,1235.72,12.43,373.38,198.9,32.8,-116.95,42,2.49,-,14.51,14.51,127.4,14.5,217.67,0,∞,0,0,0,100,22.35,4,1.97,2.49,32.55,0,-,0,∞,0,0,7.53,7.53,0,0.15,14.96,14.6
Tue Dec 30 05:41:39 PST 2025,30-Dec-2025 05:41:39.017,-116.95248837,32.80119463,0.5400000214576721,3.7900924682617188,111.83160400390625,198.89999389648438,-0.58,9.6,2.24,0.03,7.8,354.33,2.76,-,423684.31,2.36,2763.76,423.68,690.94,0,0,0,334,0.55,0.18,183.7,334,-10.18,14.51,88.05,0,0,0,0,334,14.98,154.4,150.8,0,0,58.82,5.48,73.4,14.51,29480,-9.4,3,4,-,11.52,5900,0,0,0,0,-,-,321.5,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,3520,154.4,0,0,1057,58.82,73.1,1234.27,12.43,366.9,198.9,32.8,-116.95,44,0.1,-,14.51,14.51,127.4,14.5,217.67,0,∞,0,0,0,100,22.35,8,1.21,1.86,32.55,0,-,0,∞,0,0,8.5,8.5,0,0.15,14.89,14.6
Tue Dec 30 05:41:40 PST 2025,30-Dec-2025 05:41:40.018,-116.95248819,32.8011899,0.0,3.7900924682617188,111.20501708984375,0.0,-0.59,9.47,1.84,0,7.8,354.33,2.76,-,∞,0,2763.76,∞,∞,0,0,0,334,0.55,0.18,183.7,334,-10.18,14.51,0,0,0,0,0,334,14.98,154.4,150.8,0,0,61.18,5.7,73.4,14.51,29480,-9.4,3,0,-,11.52,1857,0,0,99.57,0,-,-,321,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,3520,154.4,0,0,1057,58.82,73.1,1234.27,12.43,364.85,0,32.8,-116.95,47,0.1,-,14.51,14.51,127.4,14.5,217.67,0,∞,0,0,0,100,22.35,8,0,1.86,32.55,0,-,0,∞,0,0,9.5,9.5,0,0.15,14.89,14.6
Tue Dec 30 05:41:41 PST 2025,30-Dec-2025 05:41:41.019,-116.95248539,32.8011878,0.0,3.7900924682617188,110.0263671875,0.0,-1.81,9.55,0.99,0.01,14.1,364.08,5.13,-,∞,0,5133.5,∞,∞,0,0,0,334,0.55,0.18,183.7,334,-10.18,14.51,0,0,0,0,0,334,14.98,154.4,150.8,0,0,61.18,5.7,73.4,14.51,29480,-9.4,3,0,-,11.52,1857,0,0,99.57,0,-,-,321,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,3840,154.4,0,0,1035.5,63.53,73.1,1232.82,12.43,360.98,0,32.8,-116.95,49,0,-,14.51,14.51,127.4,14.5,217.67,0,∞,0,0,0,100,22.35,10,0,0,32.55,0,-,0,∞,0,0,10.5,9.97,0.54,0.15,15.02,14.7
Tue Dec 30 05:41:42 PST 2025,30-Dec-2025 05:41:42.018,-116.95248837,32.80117715,0.949999988079071,3.7900924682617188,110.13018798828125,198.8000030517578,-0.99,9.68,1.12,0.02,14.1,364.08,5.13,-,629572.62,1.59,5133.5,629.57,1026.7,1.05,0.35,0,332,9.05,3,3004.6,332,-10.18,14.51,193.64,0,0,0,0,333,14.98,154.4,150.8,0,0,65.88,6.14,73.4,14.51,29480,-9.4,3,5,-,11.52,1857,0,0,99.57,0,-,-,321,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,3840,154.4,0,0,1035.5,63.53,73.1,1232.82,12.43,361.32,198.8,32.8,-116.95,49,0,-,14.51,14.51,127.4,14.5,217.67,0,∞,0,0,0,100,22.35,10,2.13,0,32.55,0,-,0,∞,0,0,11.49,9.97,1.53,0.15,15.02,14.7
Tue Dec 30 05:41:43 PST 2025,30-Dec-2025 05:41:43.018,-116.95248635,32.8011604,2.2799999713897705,3.7900924682617188,108.467529296875,183.8000030517578,-0.8,9.39,1.87,-0,14.1,364.08,5.13,-,629572.62,1.59,5133.5,629.57,1026.7,1.05,0.35,0,332,9.05,3,3004.6,332,-10.18,14.51,193.64,0,0,0,0,333,14.98,154.4,150.8,0,0,65.88,6.14,73.4,14.51,29480,-9.4,3,5,-,11.52,1994,0,0,0,0,-,-,321,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,3840,154.4,0,0,1035.5,63.53,73.1,1232.82,12.43,355.86,183.8,32.8,-116.95,48,0,-,14.51,14.51,127.4,14.5,217.67,0,∞,0,0,0,100,22.35,10,5.1,0,32.55,0,-,0,∞,0,0,12.5,9.97,2.53,0.15,15.02,14.7
Tue Dec 30 05:41:44 PST 2025,30-Dec-2025 05:41:44.018,-116.95247992,32.80113949,2.5,3.7900924682617188,107.8707275390625,165.0,-1.52,9.46,2.4,0.03,14.1,364.08,5.13,-,629572.62,1.59,5133.5,629.57,1026.7,1.05,0.35,0,332,9.05,3,3004.6,332,-10.18,14.51,193.64,0,0,0,0,333,14.98,154.4,150.8,0,0,65.88,6.14,73.4,14.51,29480,-9.4,3,5,-,11.52,1994,0,0,0,0,-,-,320.5,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,3840,154.4,0,0,1035.5,63.53,73.1,1232.82,12.43,353.91,165,32.8,-116.95,50,0,-,14.51,14.51,127.4,14.5,217.67,0,∞,0,0,0,100,22.35,10,5.59,0,32.55,0,-,0,∞,0,0,13.49,9.97,3.53,0.15,15.02,14.7
Tue Dec 30 05:41:45 PST 2025,30-Dec-2025 05:41:45.018,-116.95247081,32.80112093,2.2300000190734863,3.7900924682617188,107.819091796875,151.39999389648438,-1.38,9.5,1.52,0.01,14.1,364.08,5.13,-,629572.62,1.59,5133.5,629.57,1026.7,1.05,0.35,0,332,9.05,3,3004.6,332,-10.18,14.51,193.64,0,0,0,0,333,14.98,154.4,150.8,0,0,65.88,6.14,73.4,14.51,29480,-9.4,3,5,-,11.52,1994,0,0,0,0,-,-,320.5,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,4000,154.4,0,0,1035.5,60.39,72.66,1232.82,12.43,353.74,151.4,32.8,-116.95,47,0,-,14.51,14.51,127.4,14.5,0,0,∞,0,0.83,0,99.17,22.35,10,4.99,5.59,32.55,0,-,0,∞,0,0,14.53,10.09,4.44,0.15,15.02,14.7
Tue Dec 30 05:41:46 PST 2025,30-Dec-2025 05:41:46.018,-116.95245493,32.80110078,2.859999895095825,3.7900924682617188,107.41259765625,144.60000610351562,-1.81,9.06,1.6,-0.03,18.6,358.27,6.66,-,817241.12,1.22,6663.74,817.24,1332.75,1.05,0.35,0,332,9.55,3.17,3170.6,332,-10.18,14.51,259.58,0,0,0,0,332,14.99,154.4,150.8,0,0,59.22,5.51,73.4,14.51,29480,-9.4,3,5,-,11.52,1994,0,0,0,0,-,-,320.5,-0.15,38.82,-0.18,-,0,79.7,50.2,56.86,50.2,50.2,0,50.22,-,4000,154.4,0,0,990.25,60.39,72.66,1231.37,12.43,352.4,144.6,32.8,-116.95,45,0,-,14.51,14.51,127.4,14.5,0,0,∞,0,7.03,0,92.97,22.35,15,6.4,5.59,32.55,0,-,0,∞,0,0.01,15.5,11.05,4.44,0.15,14.98,14.7
