GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), !! HV Discharge Amps(A),!! HV Volts(V),!! Inst. kPower(kW),!! Inst. kW/km(kW/km/h),!! Inst. kW/miles per hour(kW/mph),!! Inst. Miles per hour/kW(mph/kW),!! Inst. Power(W),!! Inst. W/ miles per hour(W/mph),!! Inst. W/km per hour(W/km/h),!! MGA Current(A),!! MGA kPower(kW),!! MGA Power(W),!! MGA Voltage(V),!! MGB Current(A),!! MGB kPower(kW),!! MGB Power(W),!! MGB Voltage(V),!! SOC (Usable)(%),!! SOC(Raw)(%),!!Inst km per hour /kW(km/h/kW),!Charger AC Current(A),!Charger AC Voltage(V),!Charger HV Current(A),!Charger HV Power(W),!Charger HV Voltage(V),!Control Module Voltage(V),!Engine Coolant Temp(°F),!Engine Oil Temp(°F),!EV km this Cycle(miles),!EV Miles this Cycle(ft),!Fuel Level(%),!Fuel Remaining(Gallons),!HV Battery Temp(°F),!Hybrid Pack Remaining (SOC)(%),!Last Charge AC Wh(Wh),!Power Electronics Cooling Temp(°F),!PRNDL,!Speed kmh(kmh),!Tran Temp(°F),* kWh Used (2011/2012)(kWh),*Bat Coolant Pump RPM(RPM),*Bat Coolant Valve(?),*Bat heat(W),*Brake Tq(ft-lb),*Charging Limit?(W),*Clutch C2 Slip(RPM),*Clutch C3 Slip(RPM),*H2 Volt from VICM?(V),*M AC High Side Pressure(psi),*M Commanded Throttle Pos(%),*M Engine Torque(ft-lb),*M Engine Torque m1(ft-lb),*M Fuel System Status(B1),*M Intake Air Temp IAT(°F),*M Long Term Fuel Trip Bank 2(%),*M Long Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank1(%),*M Short Term Fuel Trip Bank2(%),*M Spark Advance(Deg),*Outside Temp Filtered(°F),*Transmission ISS  19 41(RPM),*Transmission Pressure,Engine Coolant Temperature(°F),Engine Load(%),Engine RPM(rpm),Evap System Vapour Pressure(Pa),Fuel Level (From Engine ECU)(%),Fuel pressure(psi),Fuel Rail Pressure(psi),GPS Accuracy(ft),GPS Altitude(ft),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),GPS Satellites,GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Hybrid Battery Charge (%)(%),Hybrid/EV Battery Remaining Charge(%),Intake Air Temperature(°F),Intake Manifold Pressure(psi),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Litres Per 100 Kilometer(Long Term Average)(l/100km),Mass Air Flow Rate(cfm),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Run time since engine start(s),Speed (GPS)(mph),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Torque(ft-lb),Trip average KPL(kpl),Trip average Litres/100 KM(l/100km),Trip average MPG(mpg),Trip Distance(miles),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Tue Dec 30 17:51:41 PST 2025,30-Dec-2025 17:51:41.823,-117.23972041,32.68395117,0.23000000417232513,3.7900924682617188,-17.924407958984375,0.0,-1.75,0.7,9.54,0.01,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,745,0,0,0,0,-,-,321.5,-0.15,0.39,-0.18,-,0,67.1,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1904.25,55.29,75.27,2005.87,12.43,-58.81,0,32.68,-117.24,53,0,-,13.73,13.73,102.2,14.65,0,12.14,8.24,0,-,-,-,21.18,901,0.51,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.85,13.6
Tue Dec 30 17:51:42 PST 2025,30-Dec-2025 17:51:42.822,-117.239722,32.68395226,0.0,3.7900924682617188,-17.935211181640625,0.0,-1.95,0.78,9.76,0.04,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,745,0,0,0,0,-,-,321.5,-0.15,0.39,-0.18,-,0,67.1,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1904.25,55.29,75.27,2005.87,12.43,-58.84,0,32.68,-117.24,53,0,-,13.73,13.73,102.2,14.65,0,12.13,8.24,0,-,-,-,21.18,901,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.84,13.6
Tue Dec 30 17:51:43 PST 2025,30-Dec-2025 17:51:43.822,-117.2397231,32.6839554,0.0,3.7900924682617188,-18.09136962890625,0.0,-2.1,0.76,9.65,0.03,2.1,352.09,0.74,-,∞,0,739.4,∞,∞,-0.8,-0.27,0,334,-0.6,-0.2,-199.8,333,-11.38,13.73,0,0,0,0,0,334.5,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,745,0,0,0,0,-,-,321.5,-0.15,0.39,-0.18,-,0,67.1,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1904.75,55.29,75.27,2002.97,12.43,-59.35,0,32.68,-117.24,47,0,-,13.73,13.73,102.2,14.65,0,12.13,8.24,0,-,-,-,21.18,903,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.84,13.6
Tue Dec 30 17:51:44 PST 2025,30-Dec-2025 17:51:44.822,-117.23972128,32.68395764,0.0,3.7900924682617188,-18.41339111328125,0.0,-2.13,0.76,9.54,0.02,2.1,352.09,0.74,-,∞,0,739.4,∞,∞,-0.8,-0.27,0,334,-0.6,-0.2,-199.8,333,-11.38,13.73,0,0,0,0,0,334.5,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,727,0,0,0,0,-,-,321,-0.15,0.39,-0.18,-,0,67.1,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1904.75,55.29,75.27,2002.97,12.43,-60.41,0,32.68,-117.24,50,0,-,13.73,13.73,102.2,14.65,0,12.13,8.24,0,-,-,-,21.18,903,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.84,13.6
Tue Dec 30 17:51:45 PST 2025,30-Dec-2025 17:51:45.822,-117.23972093,32.68395757,0.0,3.7900924682617188,-18.43756103515625,0.0,-3,0.23,10.15,0.1,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,727,0,0,0,0,-,-,321,-0.15,0.39,-0.18,-,0,67.1,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1903.5,55.29,75.27,2001.52,12.43,-60.49,0,32.68,-117.24,49,0,-,13.73,13.73,102.2,14.65,0,12.13,8.24,0,-,-,-,21.18,905,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.84,13.6
Tue Dec 30 17:51:46 PST 2025,30-Dec-2025 17:51:46.822,-117.23972056,32.68395751,0.0,3.7900924682617188,-18.464080810546875,0.0,-2.47,0.68,9.42,0.01,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,722,0,0,0,0,-,-,321,-0.15,0.39,-0.18,-,0,67.1,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1903.5,55.29,75.27,2001.52,12.43,-60.58,0,32.68,-117.24,49,0,-,13.73,13.73,102.2,14.65,0,12.13,8.24,0,-,-,-,21.18,905,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.84,13.6
Tue Dec 30 17:51:47 PST 2025,30-Dec-2025 17:51:47.823,-117.23972124,32.68395745,0.0,3.7900924682617188,-18.452392578125,0.0,-2.38,0.63,9.57,0.03,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334.5,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,722,0,0,0,0,-,-,321.5,-0.15,0.39,-0.18,-,0,67.1,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1903.5,55.29,75.27,2001.52,12.43,-60.54,0,32.68,-117.24,49,0,-,13.73,13.73,102.2,14.65,0,12.13,8.24,0,-,-,-,21.18,905,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.84,13.6
Tue Dec 30 17:51:48 PST 2025,30-Dec-2025 17:51:48.822,-117.23972165,32.6839583,0.0,3.7900924682617188,-18.5321044921875,0.0,-1.74,0.98,9.09,-0.03,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.7,-0.23,0,333,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,722,0,0,0,0,-,-,321.5,-0.15,0.39,-0.18,-,0,67.1,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1903.5,55.29,75.27,1998.62,12.43,-60.8,0,32.68,-117.24,47,0,-,13.73,13.73,104,14.65,0,12.13,8.24,0,-,-,-,21.18,908,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.85,13.6
Tue Dec 30 17:51:49 PST 2025,30-Dec-2025 17:51:49.823,-117.23972175,32.68395851,0.0,3.7900924682617188,-18.524200439453125,0.0,-1.99,0.86,9.57,0.02,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,334,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,703,0,0,0,0,-,-,321,-0.15,0.39,-0.18,-,0,68,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1903.5,55.29,74.84,1997.17,12.43,-60.77,0,32.68,-117.24,45,0,-,13.73,13.73,104,14.65,0,12.13,8.24,0,-,-,-,21.18,910,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.84,13.6
Tue Dec 30 17:51:50 PST 2025,30-Dec-2025 17:51:50.822,-117.23972216,32.68395961,0.0,3.7900924682617188,-18.461334228515625,0.0,-2.06,0.85,9.67,0.03,2.4,352.09,0.85,-,∞,0,845.03,∞,∞,-0.8,-0.27,0,334,-0.5,-0.17,-166.5,333,-11.38,13.73,0,0,0,0,0,334,13.85,132.8,129.2,0,0,55.29,5.15,71.6,13.73,29480,-9.4,8,0,-,11.64,692,0,0,0,0,-,-,321,-0.15,0.39,-0.18,-,0,68,50.2,55.29,49.02,50.2,15,50,-,3520,132.8,0,0,-1903.5,55.29,74.84,1997.17,12.43,-60.57,0,32.68,-117.24,47,0,-,13.73,13.73,104,14.65,0,12.13,8.24,0,-,-,-,21.18,910,0,0,31.37,15,-,-,-,-,-,0,0,0,0.15,13.84,13.6
